"Family.Name","scientificName"
"38910","Alsinaceae","Moehringia macrophylla"
"38911","Alsinaceae","Paronychia pulvinata"
"38925","Alsinaceae","Pseudostellaria jamesiana"
"38926","Alsinaceae","Sagina caespitosa"
"38927","Alsinaceae","Sagina saginoides"
"38952","Alsinaceae","Spergulastrum lanuginosum"
"38958","Alsinaceae","Stellaria borealis"
"38959","Alsinaceae","Stellaria calycantha"
"38961","Alsinaceae","Stellaria irrigua"
"38989","Alsinaceae","Stellaria umbellata"
"39026","Alsinaceae","Tryphane rubella"
"39065","Apiaceae","Bupleurum triradiatum"
"39070","Apiaceae","Ligusticum porteri"
"39071","Apiaceae","Heracleum sphondylium"
"39086","Apiaceae","Lomatium triternatum"
"39154","Apiaceae","Pseudocymopterus montanus"
"39278","Asteraceae","Antennaria pulvinata"
"39306","Asteraceae","Arnica alpina"
"39936","Asteraceae","Ligularia taraxacoides"
"39954","Asteraceae","Machaeranthera coloradoënsis"
"39991","Asteraceae","Oligosporus pacificus"
"40107","Asteraceae","Psilochenia runcinata"
"40114","Asteraceae","Pyrrocoma uniflora"
"40121","Asteraceae","Rydbergia brandegei"
"40199","Asteraceae","Senecio eremophilus"
"40364","Asteraceae","Trimorpha elongata"
"40388","Asteraceae","Eremogone congesta"
"40395","Boraginaceae","Cynoglossum officinale"
"40433","Asteraceae","Picradenia helenioides"
"40625","Brassicaceae","Boechera fendleri"
"40685","Brassicaceae","Descurainia incisa"
"40956","Brassicaceae","Draba smithii"
"41155","Cactaceae","Pediocactus simpsonii"
"41156","Callitrichaceae","Callitriche verna"
"41161","Calochortaceae","Calochortus gunnisonii"
"41271","Caryophyllaceae","Silene dichotoma"
"41325","Boraginaceae","Hackelia micrantha"
"41386","Thalictraceae","Thalictrum fendleri"
"41455","Cyperaceae","Carex albo-nigra"
"41804","Cyperaceae","Carex festivella"
"41913","Cyperaceae","Carex lanuginosa"
"41942","Cyperaceae","Carex maritima"
"42214","Cyperaceae","Carex sartwellii"
"42311","Cyperaceae","Carex simulata"
"42370","Cyperaceae","Carex viridula"
"42588","Fabaceae","Astragalus aboriginum"
"42595","Fabaceae","Astragalus adsurgens"
"42690","Fabaceae","Astragalus hallii"
"42734","Asteraceae","Seriphidium vaseyanum"
"42786","Brassicaceae","Boechera retrofracta"
"42787","Brassicaceae","Boechera crandallii"
"42846","Brassicaceae","Boechera lignifera"
"42877","Fabaceae","Lathyrus leucanthus"
"42926","Gentianaceae","Chondrophylla aquatica"
"42929","Gentianaceae","Comastoma tenellum"
"42975","Helleboraceae","Aconitum columbianum"
"42978","Helleboraceae","Aquilegia saximontana"
"42984","Helleboraceae","Psychrophila leptosepala"
"43023","Limoniaceae","Armeria scabra"
"43024","Cyperaceae","Carex parryana"
"43048","Orchidaceae","Platanthera purpurascens"
"43049","Orchidaceae","Piperia unalascensis"
"43082","Poaceae","Festuca campestris"
"43094","Poaceae","Hierochloë hirta"
"43095","Poaceae","Oryzopsis exigua"
"43170","Polemoniaceae","Linanthastrum nuttallii"
"43188","Polygonaceae","Eriogonum subalpinum"
"43221","Pyrolaceae","Pyrola rotundifolia"
"43222","Ranunculaceae","Anemonastrum narcissiflorum"
"43264","Aspleniaceae","Asplenium septentrionale"
"43340","Saxifragaceae","Chrysosplenium tetrandrum"
"43356","Saxifragaceae","Hirculus platysepalus"
"43359","Saxifragaceae","Hirculus serpyllifolius"
"43374","Saxifragaceae","Muscaria delicatula"
"43384","Saxifragaceae","Saxifraga hyperborea"
"43411","Scrophulariaceae","Castilleja sulphurea"
"43463","Uvulariaceae","Streptopus fassettii"
"43478","Violaceae","Viola renifolia"
"43481","Pinaceae","Pinus contorta"
"43505","Gentianaceae","Gentianella heterosepala"
"43509","Polygonaceae","Acetosella paucifolia"
"43513","Rosaceae","Potentilla modesta"
"43532","Caryophyllaceae","Gastrolychnis hitchguirei"
"43536","Asteraceae","Packera plattensis"
"43539","Juncaceae","Juncus ensifolius"
"43544","Scrophulariaceae","Mimulus floribundus"
